Daily Steps,Sleep Duration,Physical Activity Level,Age,Gender,Chronotype
0.9459922846120874,0.3454853751589656,61,42,1,0
0.2326046578082583,0.3391267486222976,70,45,0,0
0.9975710815830834,0.2590080542602798,87,38,0,0
0.0744392056008,0.4256040695209834,54,34,1,0
0.4114873553364766,0.2708774904620601,72,30,0,0
0.9939991427346764,0.4841034336583298,60,40,0,0
0.8249749964280613,0.3921153030945316,72,43,1,0
0.9455636519502786,0.3955065705807545,60,48,1,0
0.0244320617231033,0.2670623145400593,66,45,0,0
0.3907701100157165,0.2310300974989402,58,38,0,0
0.1463066152307472,0.4336583298007631,50,38,0,0
0.6346620945849408,0.2323018228062738,56,45,1,0
0.6273753393341905,0.4790165324289954,54,36,0,0
0.3691955993713387,0.1860958033064857,81,34,1,0
0.7295327903986284,0.1763459092835947,66,38,1,0
0.8741248749821404,0.2119542178889359,38,50,0,0
0.7513930561508788,0.2598558711318355,61,27,1,0
0.4580654379197028,0.5599830436625689,44,40,0,0
0.8771253036148021,0.3204747774480712,90,25,1,0
0.1707386769538506,0.4484951250529885,51,38,0,0
0.2956136590941562,0.3827893175074183,53,26,0,0
0.2073153307615374,0.5116574819838915,71,50,1,0
0.0758679811401629,0.3217465027554048,85,37,1,0
0.0631518788398342,0.3518440016956338,67,29,1,0
0.2013144734962137,0.2696057651547265,83,39,1,0
0.2151735962280325,0.2594319626960576,50,48,1,0
0.2006000857265323,0.2742687579482831,31,25,0,0
0.4707815402200315,0.4256040695209834,34,39,1,0
0.8445492213173311,0.2293344637558287,73,38,1,0
0.5696528075439349,0.2225519287833827,83,29,1,0
0.91213030432919,0.3637134378974141,59,25,1,0
0.0410058579797114,0.3836371343789742,79,38,1,0
0.1261608801257322,0.2594319626960576,65,22,0,0
0.3969138448349764,0.3086053412462908,80,28,0,0
0.889984283469067,0.3514200932598558,69,41,0,0
0.0212887555365052,0.4010173802458669,63,31,1,0
0.4089155593656236,0.2318779143704959,74,27,1,0
0.6470924417773969,0.1738024586689275,74,32,1,0
0.3614802114587798,0.4383213225943196,51,42,0,0
0.4890698671238749,0.274692666384061,78,41,0,0
0.7826832404629234,0.566341670199237,84,39,1,0
0.7309615659379911,0.4913098770665536,73,50,1,0
0.3204743534790684,0.512929207291225,50,31,1,0
0.7513930561508788,0.344213649851632,87,42,1,0
0.5153593370481497,0.22509537939805,40,27,1,0
0.954564937848264,0.2123781263247138,75,32,1,0
0.2371767395342191,0.4302670623145401,46,26,0,0
0.2594656379482783,0.5112335735481136,39,43,1,0
0.8494070581511646,0.4853751589656633,88,30,0,0
0.4160594370624375,0.486646884272997,80,40,1,0
0.3590512930418631,0.3857566765578635,47,26,1,0
0.2626089441348764,0.400593471810089,88,26,0,0
0.3760537219602801,0.4752013565069945,87,26,0,0
0.0025717959708529,0.3128444256040695,34,36,1,0
0.6813830547221031,0.2988554472233997,83,45,1,0
0.0830118588369767,0.3471810089020771,49,40,0,0
0.3074724960708672,0.4256040695209834,67,24,1,0
0.0117159594227746,0.3628656210258584,69,37,1,0
0.6298042577511074,0.5086901229334464,54,28,0,0
0.7223889127018146,0.3904196693514201,69,38,0,0
0.1428775539362766,0.4048325561678678,86,35,1,0
0.0135733676239462,0.2310300974989402,58,41,0,0
0.0204314902128875,0.466723187791437,47,42,0,0
0.9124160594370624,0.3471810089020771,58,44,1,0
0.2730390055722246,0.5125052988554473,65,23,0,0
0.6669524217745393,0.1916066129715981,49,38,1,0
0.9557079582797544,0.4798643493005511,74,28,1,0
0.96585226460923,0.2238236540907164,47,44,1,0
0.2591798828404057,0.5510809665112336,43,28,0,0
0.1341620231461637,0.2653666807969478,44,44,1,0
0.3954850692956136,0.2696057651547265,89,30,1,0
0.942134590655808,0.357354811360746,41,29,1,0
0.9971424489212746,0.3899957609156422,90,27,0,0
0.3099014144877839,0.3030945315811785,36,32,0,0
0.8549792827546792,0.5125052988554473,36,34,1,0
0.3954850692956136,0.3090292496820687,55,26,0,0
0.5193599085583654,0.3552352691818567,66,49,0,0
0.4352050292898985,0.4790165324289954,58,36,1,0
0.8201171595942278,0.2560406952098347,47,45,1,0
0.5827975425060723,0.1916066129715981,39,24,1,0
0.454064866409487,0.5659177617634591,40,24,1,0
0.0488641234462066,0.3899957609156422,36,37,1,0
0.4966423774824975,0.4688427299703264,90,24,1,0
0.565080725817974,0.1890631623569309,60,32,1,0
0.9381340191455922,0.3933870284018652,66,39,0,0
0.1968852693241891,0.4849512505298855,73,50,0,0
0.9698528361194456,0.5192878338278931,34,39,0,0
0.6899557079582799,0.4061042814752013,32,47,0,0
0.7723960565795114,0.2742687579482831,44,28,0,0
0.0902986140877267,0.3035184400169563,77,22,0,0
0.9837119588512644,0.3391267486222976,57,37,1,0
0.2147449635662237,0.3637134378974141,36,42,0,0
0.7672524646378054,0.4294192454429843,70,24,1,0
0.9139877125303616,0.3590504451038576,32,42,0,0
0.6712387483926274,0.3001271725307333,40,43,1,0
0.0991570224317759,0.353963543874523,44,44,0,0
0.5156450921560223,0.2339974565493853,70,34,1,0
0.970567223889127,0.3149639677829589,35,27,0,0
0.2620374339191312,0.300974989402289,63,50,1,0
0.995856550935848,0.3908435777871979,44,37,1,0
0.7911130161451636,0.3594743535396354,60,26,1,0
0.2136019431347335,0.5108096651123357,76,47,0,0
0.4643520502928989,0.2327257312420517,70,42,0,0
0.1744534933561937,0.4671470962272149,84,26,1,0
0.790255750821546,0.2607036880033913,65,45,0,0
0.5395056436633805,0.2153454853751589,37,22,0,0
0.3449064152021717,0.4451038575667655,56,42,1,0
0.1438776968138305,0.4056803730394235,71,24,1,0
0.3873410487212458,0.5315811784654514,60,36,0,0
0.4332047435347906,0.3484527342094108,84,26,0,0
0.7126732390341477,0.3522679101314116,59,32,1,0
0.9675667952564652,0.3141161509114031,37,33,1,0
0.1755965137876839,0.1839762611275964,50,28,1,0
0.5695099299899986,0.3399745654938533,50,50,1,0
0.6153736248035433,0.3531157270029673,46,33,0,0
0.0742963280468638,0.4052564646036456,66,29,1,0
0.7299614230604372,0.3141161509114031,75,25,1,0
0.6852407486783827,0.3505722763883001,41,28,0,0
0.5809401343049008,0.4489190334887664,52,44,1,0
0.7161023003286184,0.3925392115303094,80,24,1,0
0.8989855693670525,0.2166172106824926,74,23,1,0
0.7276753821974569,0.4268757948283171,62,44,0,0
0.2574653521931704,0.1377702416278084,39,48,1,0
0.6798114016288042,0.2738448495125053,38,41,0,0
0.6153736248035433,0.2352691818567189,86,50,0,0
0.4652093156165167,0.301398897838067,53,33,1,0
0.7139591370195741,0.4773208986858838,83,25,1,0
0.8802686098014003,0.5154726579058924,60,36,1,0
0.4733533361908844,0.3967782958880881,90,50,0,0
0.8916988141163023,0.2598558711318355,33,27,0,0
0.8616945277896844,0.4764730818143281,62,29,0,0
0.2214602086012287,0.3857566765578635,37,26,0,0
0.8845549364194885,0.5137770241627808,79,44,0,0
0.7646806686669525,0.4726579058923272,65,24,0,0
0.9151307329618515,0.4675710046629928,85,44,0,0
0.954422060294328,0.2975837219160661,64,43,1,0
0.4963566223746249,0.3866044934294192,54,22,0,0
0.3419059865695099,0.2297583721916066,38,44,1,0
0.2497499642806114,0.311148791860958,34,24,0,0
0.3021860265752251,0.2161933022467146,47,22,0,0
0.3911987426775254,0.3887240356083086,51,47,0,0
0.3833404772110301,0.218312844425604,63,27,0,0
0.6695242177453922,0.5307333615938957,37,30,1,0
0.1817402486069438,0.4756252649427724,85,41,0,0
0.167881125875125,0.2662144976685036,76,49,0,0
0.7421060151450207,0.5103857566765578,47,49,1,0
0.8722674667809687,0.4044086477320898,68,28,1,0
0.417916845263609,0.2657905892327257,69,43,0,0
0.5817973996285184,0.3420941076727427,66,26,1,0
0.240748678382626,0.1780415430267062,39,48,0,0
0.1445920845835119,0.5175922000847817,30,40,0,0
0.6740962994713531,0.5146248410343366,61,22,1,0
0.681811687383912,0.2335735481136074,80,46,1,0
0.5722246035147878,0.4429843153878762,85,31,0,0
0.2356050864409201,0.1699872827469266,35,31,1,0
0.720102871838834,0.3416701992369648,62,37,1,0
0.1148735533647663,0.3183552352691818,59,26,0,0
0.3731961708815545,0.3018228062738448,61,29,0,0
0.8995570795827976,0.3611699872827469,66,49,1,0
0.9154164880697242,0.3628656210258584,47,44,0,0
0.6213744820688669,0.2568885120813904,85,44,0,0
0.5385055007858266,0.1437049597286986,73,31,1,0
0.2607515359337048,0.2221280203476049,71,42,1,0
0.6415202171738821,0.2339974565493853,70,32,1,0
0.663237605372196,0.47011445527766,46,41,1,0
0.5077868266895271,0.5239508266214498,56,50,0,0
0.8149735676525218,0.4476473081814328,44,47,0,0
0.4182026003714816,0.4302670623145401,33,42,1,0
0.8076868124017718,0.3929631199660873,74,25,0,0
0.2596085155022146,0.3624417125900805,72,46,0,0
0.1140162880411487,0.3022467147096227,42,26,0,0
0.0072867552507501,0.1924544298431539,88,22,1,0
0.4059151307329618,0.3933870284018652,90,35,0,0
0.2604657808258322,0.3119966087325138,63,46,1,0
0.7896842406058009,0.3565069944891903,52,39,0,0
0.2184597799685669,0.5337007206443408,70,29,0,0
0.942134590655808,0.271301398897838,58,37,1,0
0.2717531075867981,0.2611275964391691,35,33,1,0
0.1350192884697814,0.4362017804154302,48,41,0,0
0.8745535076439492,0.3162356930902925,44,33,0,0
0.7431061580225746,0.3509961848240779,46,23,0,0
0.3377625375053579,0.2628232301822806,65,27,1,0
0.6919559937133877,0.3119966087325138,70,39,1,0
0.8879839977139592,0.2564646036456125,67,37,1,0
0.3061865980854408,0.4696905468418821,74,25,1,0
0.2953279039862837,0.2611275964391691,60,48,1,0
0.3733390484354908,0.1517592200084781,53,32,0,0
0.6246606658094014,0.2352691818567189,57,33,1,0
0.5160737248178311,0.2768122085629504,44,47,0,0
0.0518645520788684,0.2161933022467146,80,40,0,0
0.7882554650664382,0.5235269181856719,78,46,1,0
0.7715387912558938,0.1822806273844849,87,43,1,0
0.0974424917845406,0.4807121661721068,37,32,0,0
0.554222031718817,0.4378974141585418,39,32,0,0
0.7238176882411773,0.3531157270029673,51,49,1,0
0.5899414202028861,0.3412462908011869,36,24,1,0
0.4516359479925703,0.1788893598982619,65,25,1,0
0.9289898556936708,0.30479016532429,67,45,0,0
0.3487641091584512,0.3064857990674015,52,24,0,0
0.385340762966138,0.304366256888512,53,35,0,0
0.3400485783683383,0.2657905892327257,76,33,0,0
0.598085440777254,0.3484527342094108,86,42,1,0
0.1741677382483212,0.2289105553200509,32,48,0,0
0.0881554507786827,0.4256040695209834,55,37,1,0
0.7945420774396343,0.1759220008478169,43,22,1,0
0.2748964137733962,0.4340822382365409,46,30,1,0
0.6952421774539219,0.3887240356083086,88,22,1,0
0.1748821260180025,0.5281899109792285,33,31,1,0
0.8376910987283899,0.5578635014836796,72,48,1,0
0.2038862694670666,0.301398897838067,76,40,1,0
0.4834976425203601,0.4722339974565494,67,33,1,0
0.7543934847835405,0.3001271725307333,84,43,1,0
0.9747106729532792,0.3175074183976261,37,44,0,0
0.5770824403486212,0.4768969902501059,63,38,0,0
0.944134876410916,0.2560406952098347,52,40,0,0
0.4887841120160022,0.3467571004662992,85,23,0,0
0.0917273896270896,0.47011445527766,68,29,0,0
0.8599799971424489,0.2140737600678253,84,23,1,0
0.1491641663094728,0.5599830436625689,62,31,1,0
1.0,0.3052140737600678,66,41,0,0
0.4594942134590656,0.188639253921153,77,50,1,0
0.7316759537076725,0.360746078846969,44,41,0,0
0.8225460780111444,0.1483679525222551,69,45,0,0
0.2900414344906415,0.3620178041543026,73,42,0,0
0.355907986855265,0.5125052988554473,77,47,0,0
0.7555365052150307,0.3073336159389572,68,42,0,0
0.5486498071153022,0.4387452310300975,75,34,0,0
0.6928132590370053,0.1848240779991521,78,40,0,0
0.0830118588369767,0.26494277236117,33,38,0,0
0.9455636519502786,0.3887240356083086,48,43,0,0
0.7373910558651235,0.3395506570580754,53,46,0,0
0.6443777682526075,0.4260279779567613,90,24,1,0
0.6622374624946421,0.3501483679525222,84,49,0,0
0.6765252178882697,0.4819838914794404,90,37,1,0
0.3671953136162309,0.2161933022467146,32,40,0,0
0.6200885840834405,0.4718100890207715,56,48,0,0
0.0008572653236176,0.3552352691818567,42,41,0,0
0.0768681240177168,0.2992793556591775,37,32,0,0
0.7213887698242607,0.2246714709622721,59,27,1,0
0.2864694956422345,0.4332344213649852,40,47,0,0
0.9169881411630234,0.4311148791860958,72,26,1,0
0.1941705957993998,0.2314540059347181,88,45,0,0
0.6903843406200887,0.4476473081814328,40,24,1,0
0.2297471067295328,0.2700296735905044,63,45,0,0
0.0115730818688383,0.556167867740568,45,28,1,0
0.5447921131590228,0.3556591776176346,45,35,0,0
0.7373910558651235,0.2768122085629504,55,22,0,0
0.7652521788826976,0.5256464603645613,88,49,1,0
0.6289469924274897,0.4298431538787622,60,26,1,0
0.353336190884412,0.5091140313692243,33,37,1,0
0.989712816116588,0.5544722339974566,56,29,0,0
0.3224746392341763,0.5095379398050021,86,37,1,0
0.0540077153879125,0.2975837219160661,89,43,0,0
0.4937848264037719,0.384061042814752,75,30,0,0
1.0,0.4260279779567613,40,29,1,0
0.9042720388626948,0.4459516744383213,42,27,0,0
0.0741534504929275,0.3433658329800763,82,33,0,0
0.6596656665237892,0.364137346333192,41,24,0,0
0.2386055150735819,0.1767698177193726,68,38,1,0
0.6933847692527504,0.3196269605765154,82,22,0,0
0.8271181597371053,0.4752013565069945,82,47,1,0
0.1728818402628946,0.5515048749470114,61,49,1,0
0.4160594370624375,0.1475201356506994,31,38,0,0
0.2658951278754108,0.2772361169987283,77,22,0,0
0.6140877268181169,0.1827045358202628,34,30,1,0
0.9691384483497644,0.3463331920305214,75,39,1,0
0.2831833119017002,0.300974989402289,52,35,0,0
0.2344620660094298,0.4692666384061043,44,45,1,0
0.0424346335190741,0.5091140313692243,65,40,1,0
0.8608372624660665,0.5570156846121238,39,28,0,0
0.587798256893842,0.4268757948283171,34,39,1,0
0.6108015430775826,0.5175922000847817,36,41,1,0
0.714816402343192,0.4662992793556592,72,34,0,0
0.5252178882697528,0.3052140737600678,66,24,1,0
0.3923417631090156,0.2246714709622721,31,22,1,0
0.5453636233747678,0.4696905468418821,81,29,1,0
0.6369481354479212,0.2674862229758372,50,31,0,0
0.012430347192456,0.30479016532429,78,29,1,0
0.3679097013859123,0.3955065705807545,72,29,1,0
0.8799828546935278,0.3124205171682916,53,47,0,0
0.6520931561651664,0.4760491733785502,66,25,0,0
0.6873839119874268,0.3993217465027553,53,41,1,0
0.9548506929561368,0.3518440016956338,32,34,0,0
0.4956422346049436,0.301398897838067,42,50,0,0
0.8756965280754394,0.1712590080542602,83,47,1,0
0.6546649521360195,0.4323866044934293,53,46,0,0
0.1845977996856693,0.4679949130987706,33,37,1,0
0.6078011144449207,0.2166172106824926,67,45,0,0
0.8126875267895415,0.314540059347181,79,48,1,0
0.8141163023289042,0.2365409071640525,48,31,0,0
0.5429347049578511,0.3497244595167443,84,32,0,0
0.2301757393913416,0.2785078423060619,75,49,1,0
0.645663666238034,0.3480288257736329,66,35,0,0
0.716388055436491,0.5205595591352268,59,45,1,0
0.2918988426918131,0.3582026282323018,68,47,0,0
0.122446063723389,0.4366256888512081,76,47,1,0
0.016573796256608,0.4743535396354387,70,31,0,0
0.8565509358479784,0.2284866468842729,41,50,0,0
0.539791398771253,0.3132683340398474,60,50,0,0
0.0041434490641519,0.2967359050445103,77,31,0,0
0.5377911130161451,0.4383213225943196,36,48,1,0
0.612087441063009,0.4065281899109792,45,27,0,0
0.9035576510930132,0.1916066129715981,46,31,1,0
0.4884983569081297,0.2233997456549385,87,43,1,0
0.4756393770538648,0.3866044934294192,89,22,1,0
0.2236033719102729,0.3832132259431962,53,32,0,0
0.2576082297471067,0.2776600254345061,40,27,0,0
0.8049721388769824,0.3518440016956338,84,49,1,0
0.7448206886698099,0.135650699448919,83,29,0,0
0.1190170024289184,0.347604917337855,41,31,1,0
0.0435776539505643,0.4853751589656633,46,32,0,0
0.444206315187884,0.314540059347181,86,46,0,0
0.2091727389627089,0.234845273420941,57,41,0,0
0.5170738676953851,0.3179313268334039,76,44,0,0
0.0028575510787255,0.526494277236117,68,25,0,0
0.1841691670238605,0.3039423484527342,35,49,1,0
0.759822831833119,0.2157693938109368,44,22,1,0
0.491784540648664,0.3497244595167443,64,41,0,0
0.2758965566509501,0.3615938957185248,68,50,0,0
0.2061723103300471,0.2729970326409495,39,27,1,0
0.6305186455207887,0.340822382365409,82,42,1,0
0.8835547935419346,0.2577363289529462,78,34,1,0
0.5370767252464638,0.4251801610852055,61,30,0,0
0.1960280040005715,0.2191606612971598,40,49,0,0
0.4074867838262609,0.3832132259431962,86,37,1,0
0.1030147163880554,0.4662992793556592,66,25,1,0
0.9678525503643378,0.1432810512929207,35,49,1,0
0.7379625660808686,0.5307333615938957,76,30,0,0
0.6383769109872839,0.2208562950402713,71,47,0,0
0.9749964280611516,0.5269181856718949,66,38,1,0
0.6418059722817546,0.3857566765578635,32,30,0,0
0.3604800685812259,0.3493005510809665,81,46,0,0
0.8855550792970424,0.3582026282323018,52,31,1,0
0.1980282897556794,0.1398897838066977,49,39,1,0
0.6105157879697101,0.1877914370495972,32,48,0,0
0.2763251893127589,0.2738448495125053,59,43,0,0
0.0472924703529075,0.4692666384061043,45,33,1,0
0.251035862266038,0.4001695633743111,31,33,1,0
0.2276039434204886,0.304366256888512,36,35,0,0
0.3231890270038576,0.3052140737600678,33,23,1,0
0.8408344049149878,0.384061042814752,43,30,1,0
0.1764537791113015,0.3857566765578635,47,47,1,0
0.6280897271038719,0.148791860958033,44,32,1,0
0.8878411201600229,0.304366256888512,83,48,0,0
0.9268466923846264,0.271301398897838,72,32,0,0
0.0831547363909129,0.0919881305637982,36,48,0,0
0.2908986998142592,0.2225519287833827,38,50,1,0
0.3359051293041863,0.1339550657058075,89,33,0,0
0.3914844977853979,0.0915642221280203,86,41,1,0
0.4096299471353051,0.1352267910131411,47,33,0,0
0.110587226746678,0.1767698177193726,53,27,1,0
0.1740248606943849,0.3632895294616363,30,46,0,0
0.8828404057722532,0.2759643916913946,51,25,1,0
0.1324474924989284,0.2187367528613819,68,30,0,0
0.1840262894699242,0.1093683764306909,82,26,0,0
0.1600228604086297,0.2700296735905044,51,50,0,0
0.5642234604943563,0.1085205595591352,54,50,0,0
0.2486069438491213,0.1373463331920305,65,25,0,0
0.5772253179025575,0.172106824925816,51,30,1,0
0.5705100728675525,0.1348028825773632,50,36,0,0
0.6936705243606229,0.2657905892327257,46,41,0,0
0.9368481211601658,0.1924544298431539,34,35,0,0
0.0577225317902557,0.1899109792284866,88,29,0,0
0.1207315330761537,0.3018228062738448,41,27,0,0
0.629089869981426,0.1021619330224671,90,30,1,0
0.8629804257751108,0.3162356930902925,79,31,0,0
0.5270752964709244,0.3183552352691818,45,23,0,0
0.2233176168024003,0.2200084781687155,70,36,0,0
0.1887412487498213,0.3196269605765154,73,22,1,0
0.6813830547221031,0.2178889359898261,48,27,1,0
0.8892698956993856,0.274692666384061,75,24,0,0
0.7555365052150307,0.0953793980500212,71,34,0,0
0.3386198028289755,0.2310300974989402,33,25,0,0
0.9141305900842978,0.3081814328105129,77,46,0,0
0.996856693813402,0.2687579482831708,90,40,0,0
0.7656808115445064,0.3128444256040695,76,24,0,0
